node_id,in_degree,out_degree,total_degree,undirected_degree
8452,11,11,22,11
8453,9,9,18,9
8457,7,7,14,7
8463,7,7,14,7
8467,17,17,34,17
8469,17,17,34,17
8474,17,17,34,17
8477,8,8,16,8
8478,10,10,20,10
8484,9,9,18,9
8488,12,12,24,12
8489,6,6,12,6
8494,18,18,36,18
8495,51,51,102,51
8500,7,7,14,7
8501,9,9,18,9
8506,7,7,14,7
8507,7,7,14,7
8511,9,9,18,9
8512,25,25,50,25
8514,7,7,14,7
8516,7,7,14,7
8519,11,11,22,11
8521,27,27,54,27
8524,3,3,6,3
8527,8,8,16,8
8529,14,14,28,14
8530,4,4,8,4
8531,4,4,8,4
8536,6,6,12,6
8539,7,7,14,7
8540,7,7,14,7
8543,10,10,20,10
8546,27,27,54,27
8548,10,10,20,10
8549,23,23,46,23
8551,8,8,16,8
8556,21,21,42,21
8557,7,7,14,7
8558,17,17,34,17
8559,13,13,26,13
8560,17,17,34,17
8561,9,9,18,9
8565,4,4,8,4
8566,17,17,34,17
8567,9,9,18,9
8568,6,6,12,6
8569,11,11,22,11
8571,9,9,18,9
8579,14,14,28,14
8580,37,37,74,37
8582,8,8,16,8
8583,9,9,18,9
8589,13,13,26,13
8596,3,3,6,3
8597,5,5,10,5
8600,10,10,20,10
8602,47,47,94,47
8621,20,20,40,20
8629,6,6,12,6
8635,8,8,16,8
8642,9,9,18,9
8644,16,16,32,16
8645,19,19,38,19
8646,9,9,18,9
8647,22,22,44,22
8648,30,30,60,30
8649,9,9,18,9
8650,43,43,86,43
8651,32,32,64,32
8652,8,8,16,8
8655,35,35,70,35
8656,31,31,62,31
8658,7,7,14,7
8659,16,16,32,16
8660,6,6,12,6
8662,7,7,14,7
8663,23,23,46,23
8666,6,6,12,6
8668,42,42,84,42
8669,33,33,66,33
8670,12,12,24,12
8671,26,26,52,26
8672,6,6,12,6
8673,9,9,18,9
8674,7,7,14,7
8675,7,7,14,7
8676,7,7,14,7
8677,8,8,16,8
8678,29,29,58,29
8680,7,7,14,7
8682,13,13,26,13
8683,43,43,86,43
8684,17,17,34,17
8685,16,16,32,16
8686,12,12,24,12
8688,7,7,14,7
8689,6,6,12,6
8690,6,6,12,6
8691,6,6,12,6
8692,6,6,12,6
8694,47,47,94,47
8695,23,23,46,23
8696,12,12,24,12
8698,14,14,28,14
8699,30,30,60,30
8700,16,16,32,16
8701,9,9,18,9
8702,8,8,16,8
8703,11,11,22,11
8704,37,37,74,37
8705,7,7,14,7
8706,30,30,60,30
8707,6,6,12,6
8709,10,10,20,10
8710,18,18,36,18
8712,6,6,12,6
8713,6,6,12,6
8714,33,33,66,33
8715,14,14,28,14
8717,6,6,12,6
8718,6,6,12,6
8719,8,8,16,8
8720,7,7,14,7
8723,12,12,24,12
8724,6,6,12,6
8725,6,6,12,6
8726,16,16,32,16
8727,10,10,20,10
8731,9,9,18,9
8732,20,20,40,20
8736,17,17,34,17
8737,40,40,80,40
8740,33,33,66,33
8743,12,12,24,12
8744,18,18,36,18
8745,10,10,20,10
8746,72,72,144,72
8747,9,9,18,9
8748,16,16,32,16
8751,12,12,24,12
8752,18,18,36,18
8753,7,7,14,7
8754,6,6,12,6
8755,8,8,16,8
8756,8,8,16,8
8758,12,12,24,12
8759,6,6,12,6
8760,15,15,30,15
8761,8,8,16,8
8762,10,10,20,10
8763,23,23,46,23
8765,6,6,12,6
8767,17,17,34,17
8771,17,17,34,17
8776,4,4,8,4
8782,4,4,8,4
8791,3,3,6,3
8793,1,1,2,1
8794,4,4,8,4
8810,16,16,32,16
8833,4,4,8,4
8839,5,5,10,5
8841,5,5,10,5
8842,7,7,14,7
8846,5,5,10,5
8850,2,2,4,2
8856,7,7,14,7
8857,3,3,6,3
8860,3,3,6,3
8866,8,8,16,8
8871,10,10,20,10
8876,2,2,4,2
8878,5,5,10,5
8882,22,22,44,22
8883,29,29,58,29
8884,11,11,22,11
8888,21,21,42,21
8896,11,11,22,11
8902,8,8,16,8
8908,22,22,44,22
8912,5,5,10,5
8927,17,17,34,17
8931,26,26,52,26
8935,9,9,18,9
8938,9,9,18,9
8941,9,9,18,9
8943,14,14,28,14
8947,7,7,14,7
8952,9,9,18,9
8953,9,9,18,9
8954,9,9,18,9
8955,9,9,18,9
8962,27,27,54,27
8970,6,6,12,6
8971,5,5,10,5
8974,12,12,24,12
8977,12,12,24,12
8978,16,16,32,16
8979,9,9,18,9
8980,6,6,12,6
8981,27,27,54,27
8982,8,8,16,8
8985,6,6,12,6
8987,18,18,36,18
8988,6,6,12,6
8989,9,9,18,9
8990,6,6,12,6
8992,6,6,12,6
8994,8,8,16,8
8999,15,15,30,15
9001,7,7,14,7
9002,7,7,14,7
9008,12,12,24,12
9009,29,29,58,29
9013,11,11,22,11
9014,8,8,16,8
9015,7,7,14,7
9019,14,14,28,14
9020,7,7,14,7
9021,16,16,32,16
9024,10,10,20,10
9026,9,9,18,9
9029,8,8,16,8
9031,6,6,12,6
9036,10,10,20,10
9038,39,39,78,39
9044,13,13,26,13
9046,8,8,16,8
9049,12,12,24,12
9060,8,8,16,8
9068,8,8,16,8
9076,6,6,12,6
9078,10,10,20,10
9079,44,44,88,44
9086,7,7,14,7
9091,6,6,12,6
9093,6,6,12,6
9096,6,6,12,6
9097,6,6,12,6
9101,11,11,22,11
9102,12,12,24,12
9105,4,4,8,4
9110,10,10,20,10
9113,25,25,50,25
9114,18,18,36,18
9116,6,6,12,6
9117,7,7,14,7
9119,7,7,14,7
9120,6,6,12,6
9121,27,27,54,27
9122,15,15,30,15
9123,15,15,30,15
9124,18,18,36,18
9125,6,6,12,6
9126,6,6,12,6
9127,6,6,12,6
9128,15,15,30,15
9129,8,8,16,8
9130,10,10,20,10
9131,4,4,8,4
9132,13,13,26,13
9134,3,3,6,3
9135,11,11,22,11
9136,4,4,8,4
9137,1,1,2,1
9142,11,11,22,11
9143,6,6,12,6
9144,6,6,12,6
9147,7,7,14,7
9153,9,9,18,9
9154,83,83,166,83
9163,10,10,20,10
9164,36,36,72,36
9165,12,12,24,12
9166,17,17,34,17
9167,19,19,38,19
9169,6,6,12,6
9171,7,7,14,7
9172,17,17,34,17
9174,25,25,50,25
9175,29,29,58,29
9176,13,13,26,13
9182,17,17,34,17
9183,15,15,30,15
9185,26,26,52,26
9203,14,14,28,14
9211,6,6,12,6
9214,7,7,14,7
9215,7,7,14,7
9216,11,11,22,11
9218,8,8,16,8
9224,6,6,12,6
9225,16,16,32,16
9226,11,11,22,11
9228,11,11,22,11
9230,7,7,14,7
9231,8,8,16,8
9232,19,19,38,19
9233,9,9,18,9
9238,8,8,16,8
9239,24,24,48,24
9247,8,8,16,8
9248,9,9,18,9
9251,12,12,24,12
9254,8,8,16,8
9255,12,12,24,12
9258,11,11,22,11
9260,20,20,40,20
9261,8,8,16,8
9263,7,7,14,7
9265,9,9,18,9
9269,8,8,16,8
9274,18,18,36,18
9276,13,13,26,13
9278,6,6,12,6
9281,10,10,20,10
9284,9,9,18,9
9285,6,6,12,6
9288,6,6,12,6
9289,10,10,20,10
9291,9,9,18,9
9292,35,35,70,35
9293,12,12,24,12
9295,18,18,36,18
9296,6,6,12,6
9297,9,9,18,9
9298,17,17,34,17
9300,36,36,72,36
9304,22,22,44,22
9307,9,9,18,9
9308,12,12,24,12
9309,8,8,16,8
9313,20,20,40,20
9319,7,7,14,7
9321,9,9,18,9
9322,6,6,12,6
9323,6,6,12,6
9325,6,6,12,6
9327,9,9,18,9
9330,8,8,16,8
9331,5,5,10,5
9334,12,12,24,12
9336,8,8,16,8
9337,28,28,56,28
9338,6,6,12,6
9339,25,25,50,25
9340,19,19,38,19
9341,85,85,170,85
9343,18,18,36,18
9344,7,7,14,7
9345,26,26,52,26
9346,31,31,62,31
9347,20,20,40,20
9348,8,8,16,8
9349,8,8,16,8
9350,11,11,22,11
9354,15,15,30,15
9355,27,27,54,27
9356,28,28,56,28
9357,17,17,34,17
9358,26,26,52,26
9361,20,20,40,20
9362,7,7,14,7
9364,14,14,28,14
9365,8,8,16,8
9366,17,17,34,17
9368,12,12,24,12
9370,16,16,32,16
9374,7,7,14,7
9375,7,7,14,7
9376,7,7,14,7
9377,7,7,14,7
9382,10,10,20,10
9383,8,8,16,8
9384,6,6,12,6
9385,12,12,24,12
9386,39,39,78,39
9389,18,18,36,18
9390,13,13,26,13
9395,9,9,18,9
9408,6,6,12,6
9416,6,6,12,6
9417,3,3,6,3
9433,6,6,12,6
9434,10,10,20,10
9442,7,7,14,7
9444,6,6,12,6
9448,10,10,20,10
9449,3,3,6,3
9452,9,9,18,9
9467,7,7,14,7
9468,8,8,16,8
9469,9,9,18,9
9470,6,6,12,6
9471,6,6,12,6
9472,18,18,36,18
9473,10,10,20,10
9474,18,18,36,18
9475,45,45,90,45
9476,27,27,54,27
9477,18,18,36,18
9479,5,5,10,5
9481,8,8,16,8
9485,10,10,20,10
9486,14,14,28,14
9488,7,7,14,7
9489,6,6,12,6
9490,8,8,16,8
9491,6,6,12,6
9492,6,6,12,6
9493,6,6,12,6
9496,7,7,14,7
9499,2,2,4,2
9500,7,7,14,7
9501,9,9,18,9
9502,6,6,12,6
9504,50,50,100,50
9510,16,16,32,16
9511,10,10,20,10
9512,6,6,12,6
9516,5,5,10,5
9517,5,5,10,5
9518,9,9,18,9
9520,6,6,12,6
9521,3,3,6,3
9524,33,33,66,33
9526,6,6,12,6
9527,7,7,14,7
9528,4,4,8,4
9531,29,29,58,29
9532,5,5,10,5
9533,12,12,24,12
9534,4,4,8,4
9535,3,3,6,3
9539,65,65,130,65
9542,6,6,12,6
9548,25,25,50,25
9549,5,5,10,5
9553,21,21,42,21
9554,5,5,10,5
9561,7,7,14,7
9563,59,59,118,59
9572,5,5,10,5
9579,10,10,20,10
9580,42,42,84,42
9586,9,9,18,9
9587,17,17,34,17
9589,3,3,6,3
9593,17,17,34,17
9594,35,35,70,35
9598,8,8,16,8
9607,8,8,16,8
9616,12,12,24,12
9620,12,12,24,12
9623,16,16,32,16
9631,6,6,12,6
9641,16,16,32,16
9642,7,7,14,7
9645,6,6,12,6
9646,8,8,16,8
9647,10,10,20,10
9648,13,13,26,13
9649,17,17,34,17
9650,13,13,26,13
9651,10,10,20,10
9751,3,3,6,3
9752,8,8,16,8
9754,6,6,12,6
9755,6,6,12,6
9761,10,10,20,10
9766,26,26,52,26
9767,10,10,20,10
9768,9,9,18,9
9776,24,24,48,24
9786,6,6,12,6
9787,4,4,8,4
9799,54,54,108,54
9800,10,10,20,10
9801,9,9,18,9
9803,8,8,16,8
9804,7,7,14,7
9808,6,6,12,6
9809,9,9,18,9
9810,6,6,12,6
9815,8,8,16,8
9819,4,4,8,4
9822,3,3,6,3
9825,25,25,50,25
9829,2,2,4,2
9832,12,12,24,12
9833,10,10,20,10
9837,9,9,18,9
9839,4,4,8,4
9856,21,21,42,21
9861,4,4,8,4
9865,10,10,20,10
9866,9,9,18,9
9869,4,4,8,4
9871,8,8,16,8
9881,6,6,12,6
9883,14,14,28,14
9885,17,17,34,17
9886,16,16,32,16
9887,8,8,16,8
9888,42,42,84,42
9889,6,6,12,6
9890,17,17,34,17
9891,6,6,12,6
9892,6,6,12,6
9893,6,6,12,6
9894,6,6,12,6
9895,6,6,12,6
9896,18,18,36,18
9897,9,9,18,9
9898,6,6,12,6
9899,7,7,14,7
9901,17,17,34,17
9905,30,30,60,30
9906,7,7,14,7
9907,15,15,30,15
9908,9,9,18,9
9909,34,34,68,34
9910,35,35,70,35
9911,6,6,12,6
9912,6,6,12,6
9915,9,9,18,9
9917,26,26,52,26
9918,7,7,14,7
9921,11,11,22,11
9925,24,24,48,24
9927,7,7,14,7
9931,2,2,4,2
9932,5,5,10,5
9933,7,7,14,7
9942,15,15,30,15
9951,2,2,4,2
9953,3,3,6,3
9958,20,20,40,20
9959,26,26,52,26
9960,4,4,8,4
9963,6,6,12,6
9967,14,14,28,14
9969,7,7,14,7
9972,10,10,20,10
9978,6,6,12,6
9981,22,22,44,22
9984,10,10,20,10
9988,11,11,22,11
9997,14,14,28,14
10012,8,8,16,8
10013,6,6,12,6
10015,67,67,134,67
10017,18,18,36,18
10018,24,24,48,24
10019,16,16,32,16
10020,6,6,12,6
10021,13,13,26,13
10023,4,4,8,4
10024,7,7,14,7
10028,17,17,34,17
10032,10,10,20,10
10038,4,4,8,4
10040,5,5,10,5
10043,6,6,12,6
10053,3,3,6,3
10065,6,6,12,6
10081,5,5,10,5
10084,15,15,30,15
10090,6,6,12,6
10096,3,3,6,3
10110,6,6,12,6
10111,9,9,18,9
10112,1,1,2,1
10121,7,7,14,7
10124,2,2,4,2
10149,7,7,14,7
10152,8,8,16,8
10159,8,8,16,8
10174,56,56,112,56
10175,29,29,58,29
10176,8,8,16,8
10177,15,15,30,15
10178,6,6,12,6
10179,7,7,14,7
10180,6,6,12,6
10181,24,24,48,24
10183,11,11,22,11
10184,17,17,34,17
10185,14,14,28,14
10186,58,58,116,58
10189,13,13,26,13
10190,12,12,24,12
10193,14,14,28,14
10194,8,8,16,8
10196,16,16,32,16
10198,8,8,16,8
10200,15,15,30,15
10201,19,19,38,19
10202,9,9,18,9
10203,11,11,22,11
10204,14,14,28,14
10205,7,7,14,7
10209,7,7,14,7
10210,38,38,76,38
10212,39,39,78,39
10214,19,19,38,19
10227,9,9,18,9
10228,6,6,12,6
10229,9,9,18,9
10230,12,12,24,12
10231,6,6,12,6
10241,3,3,6,3
10242,5,5,10,5
10245,4,4,8,4
10247,3,3,6,3
10248,5,5,10,5
10258,9,9,18,9
10264,4,4,8,4
10266,6,6,12,6
10267,16,16,32,16
10278,17,17,34,17
10280,12,12,24,12
10281,62,62,124,62
10290,4,4,8,4
10291,4,4,8,4
10292,4,4,8,4
10302,24,24,48,24
10305,20,20,40,20
10316,10,10,20,10
10317,1,1,2,1
10318,4,4,8,4
10330,8,8,16,8
10333,6,6,12,6
10334,25,25,50,25
10336,9,9,18,9
10337,6,6,12,6
10338,12,12,24,12
10339,7,7,14,7
10341,9,9,18,9
10342,10,10,20,10
10343,6,6,12,6
10345,23,23,46,23
10347,7,7,14,7
10348,11,11,22,11
10350,7,7,14,7
10351,6,6,12,6
10353,10,10,20,10
10354,8,8,16,8
10356,10,10,20,10
10358,23,23,46,23
10359,20,20,40,20
10360,11,11,22,11
10361,11,11,22,11
10363,12,12,24,12
10366,11,11,22,11
10367,20,20,40,20
10370,7,7,14,7
10373,5,5,10,5
10374,21,21,42,21
10376,17,17,34,17
10379,15,15,30,15
10384,19,19,38,19
10385,22,22,44,22
10387,13,13,26,13
10388,14,14,28,14
10393,14,14,28,14
10395,5,5,10,5
10396,28,28,56,28
10397,34,34,68,34
10399,4,4,8,4
10402,16,16,32,16
10405,17,17,34,17
10406,11,11,22,11
10408,15,15,30,15
10412,6,6,12,6
10414,21,21,42,21
10415,20,20,40,20
10416,6,6,12,6
10418,5,5,10,5
10420,2,2,4,2
10427,36,36,72,36
10428,9,9,18,9
10429,11,11,22,11
10434,14,14,28,14
10436,7,7,14,7
10439,7,7,14,7
10441,40,40,80,40
10442,21,21,42,21
10443,22,22,44,22
10450,6,6,12,6
10458,16,16,32,16
10459,9,9,18,9
10462,8,8,16,8
10468,6,6,12,6
10469,6,6,12,6
10470,6,6,12,6
10473,6,6,12,6
10474,10,10,20,10
10476,9,9,18,9
10477,7,7,14,7
10482,22,22,44,22
10484,7,7,14,7
10485,6,6,12,6
10487,25,25,50,25
10489,6,6,12,6
10491,6,6,12,6
10494,7,7,14,7
10495,7,7,14,7
10499,5,5,10,5
10505,9,9,18,9
10508,9,9,18,9
10509,8,8,16,8
10510,9,9,18,9
10512,5,5,10,5
10521,17,17,34,17
10524,12,12,24,12
10530,8,8,16,8
10532,9,9,18,9
10533,11,11,22,11
10534,28,28,56,28
10542,6,6,12,6
10557,17,17,34,17
10559,9,9,18,9
10560,8,8,16,8
10571,4,4,8,4
10574,11,11,22,11
10577,11,11,22,11
10578,6,6,12,6
10583,2,2,4,2
10585,29,29,58,29
10587,9,9,18,9
10590,11,11,22,11
10596,10,10,20,10
10601,15,15,30,15
10603,10,10,20,10
10604,12,12,24,12
10605,6,6,12,6
10608,13,13,26,13
10609,16,16,32,16
10611,6,6,12,6
10612,16,16,32,16
10613,14,14,28,14
10615,12,12,24,12
10620,22,22,44,22
10621,9,9,18,9
10622,6,6,12,6
10623,4,4,8,4
10625,6,6,12,6
10630,9,9,18,9
10641,12,12,24,12
10646,9,9,18,9
10647,16,16,32,16
10655,15,15,30,15
10659,6,6,12,6
10660,28,28,56,28
10661,37,37,74,37
10662,37,37,74,37
10663,14,14,28,14
10664,10,10,20,10
10669,11,11,22,11
10670,10,10,20,10
10672,13,13,26,13
10673,6,6,12,6
10674,7,7,14,7
10676,6,6,12,6
10680,41,41,82,41
10683,6,6,12,6
10689,15,15,30,15
10692,17,17,34,17
10693,6,6,12,6
10694,10,10,20,10
10695,6,6,12,6
10696,5,5,10,5
10699,7,7,14,7
10707,11,11,22,11
10708,28,28,56,28
10709,13,13,26,13
10716,5,5,10,5
10719,13,13,26,13
10721,23,23,46,23
10733,13,13,26,13
10734,4,4,8,4
10748,11,11,22,11
10757,6,6,12,6
10758,7,7,14,7
10761,5,5,10,5
10765,7,7,14,7
10766,21,21,42,21
10778,4,4,8,4
10797,13,13,26,13
10798,18,18,36,18
10799,23,23,46,23
10800,8,8,16,8
10803,31,31,62,31
10804,8,8,16,8
10805,11,11,22,11
10806,23,23,46,23
10815,17,17,34,17
10821,18,18,36,18
10822,9,9,18,9
10823,25,25,50,25
10824,14,14,28,14
10825,51,51,102,51
10826,26,26,52,26
10827,10,10,20,10
10830,23,23,46,23
10833,80,80,160,80
10840,10,10,20,10
10841,17,17,34,17
10842,47,47,94,47
10843,33,33,66,33
10844,39,39,78,39
10845,27,27,54,27
10847,14,14,28,14
10848,16,16,32,16
10849,53,53,106,53
10855,37,37,74,37
10858,6,6,12,6
10859,9,9,18,9
10860,18,18,36,18
10862,10,10,20,10
10872,5,5,10,5
10881,5,5,10,5
10884,10,10,20,10
10892,11,11,22,11
10893,25,25,50,25
10894,12,12,24,12
10897,6,6,12,6
10902,9,9,18,9
10903,16,16,32,16
10904,5,5,10,5
10905,16,16,32,16
10906,10,10,20,10
10910,5,5,10,5
10912,8,8,16,8
10913,13,13,26,13
10914,6,6,12,6
10915,10,10,20,10
10916,8,8,16,8
10917,6,6,12,6
10918,16,16,32,16
10919,7,7,14,7
10920,27,27,54,27
10921,21,21,42,21
10922,26,26,52,26
10923,8,8,16,8
10924,6,6,12,6
10927,14,14,28,14
10928,36,36,72,36
10929,16,16,32,16
10930,11,11,22,11
10931,5,5,10,5
10934,7,7,14,7
10937,29,29,58,29
10938,5,5,10,5
10939,29,29,58,29
10940,6,6,12,6
10941,19,19,38,19
10942,6,6,12,6
10943,7,7,14,7
10944,6,6,12,6
10945,6,6,12,6
10946,14,14,28,14
10949,13,13,26,13
10951,11,11,22,11
10952,12,12,24,12
10953,10,10,20,10
10955,6,6,12,6
10957,9,9,18,9
10958,29,29,58,29
10959,49,49,98,49
10960,50,50,100,50
10962,11,11,22,11
10967,8,8,16,8
10969,4,4,8,4
10972,50,50,100,50
10973,32,32,64,32
10979,6,6,12,6
10987,18,18,36,18
10988,9,9,18,9
10991,29,29,58,29
10997,10,10,20,10
11003,7,7,14,7
11006,10,10,20,10
11007,12,12,24,12
11012,6,6,12,6
11014,4,4,8,4
11015,29,29,58,29
11016,19,19,38,19
11020,15,15,30,15
11027,6,6,12,6
11028,10,10,20,10
11029,17,17,34,17
11030,8,8,16,8
11031,14,14,28,14
11032,43,43,86,43
11033,35,35,70,35
11037,6,6,12,6
11038,6,6,12,6
11040,13,13,26,13
11041,9,9,18,9
11042,7,7,14,7
11043,22,22,44,22
11045,9,9,18,9
11047,6,6,12,6
11048,11,11,22,11
11049,7,7,14,7
11050,7,7,14,7
11053,15,15,30,15
11055,12,12,24,12
11056,33,33,66,33
11057,33,33,66,33
11058,7,7,14,7
11059,13,13,26,13
11060,15,15,30,15
11062,13,13,26,13
11063,12,12,24,12
11064,12,12,24,12
11065,14,14,28,14
11066,12,12,24,12
11067,6,6,12,6
11068,5,5,10,5
11071,21,21,42,21
11072,14,14,28,14
11073,10,10,20,10
11074,21,21,42,21
11076,12,12,24,12
11077,14,14,28,14
11078,12,12,24,12
11080,10,10,20,10
11082,7,7,14,7
11083,13,13,26,13
11085,16,16,32,16
11086,6,6,12,6
11087,10,10,20,10
11088,8,8,16,8
11095,4,4,8,4
11099,6,6,12,6
11104,7,7,14,7
11108,8,8,16,8
11109,8,8,16,8
11113,21,21,42,21
11115,9,9,18,9
11117,10,10,20,10
11120,6,6,12,6
11121,4,4,8,4
11123,9,9,18,9
11127,8,8,16,8
11130,13,13,26,13
11143,4,4,8,4
11165,14,14,28,14
11172,12,12,24,12
11173,8,8,16,8
11178,11,11,22,11
11179,6,6,12,6
11181,10,10,20,10
11190,19,19,38,19
11191,81,81,162,81
11192,8,8,16,8
11193,9,9,18,9
11194,40,40,80,40
11195,9,9,18,9
11196,13,13,26,13
11199,8,8,16,8
11200,9,9,18,9
11201,12,12,24,12
11202,7,7,14,7
11203,6,6,12,6
11204,15,15,30,15
11207,6,6,12,6
11213,9,9,18,9
11214,15,15,30,15
11218,9,9,18,9
11219,9,9,18,9
11220,7,7,14,7
11222,7,7,14,7
11227,15,15,30,15
11228,7,7,14,7
11229,8,8,16,8
11230,8,8,16,8
11231,7,7,14,7
11233,7,7,14,7
11238,7,7,14,7
11239,9,9,18,9
11241,7,7,14,7
11242,9,9,18,9
11243,24,24,48,24
11247,5,5,10,5
11250,18,18,36,18
11251,8,8,16,8
11252,12,12,24,12
11255,7,7,14,7
11259,5,5,10,5
11261,13,13,26,13
11267,6,6,12,6
11270,7,7,14,7
11271,6,6,12,6
11272,6,6,12,6
11273,15,15,30,15
11276,16,16,32,16
11279,13,13,26,13
11284,14,14,28,14
11286,4,4,8,4
11288,11,11,22,11
11290,6,6,12,6
11291,7,7,14,7
11297,31,31,62,31
11298,16,16,32,16
11299,38,38,76,38
11300,7,7,14,7
11301,6,6,12,6
11303,4,4,8,4
11308,6,6,12,6
11309,12,12,24,12
11310,12,12,24,12
11312,7,7,14,7
11318,6,6,12,6
11325,9,9,18,9
11326,6,6,12,6
11335,6,6,12,6
11336,11,11,22,11
11337,6,6,12,6
11340,10,10,20,10
11345,6,6,12,6
11346,7,7,14,7
11350,16,16,32,16
11352,7,7,14,7
11353,24,24,48,24
11356,15,15,30,15
11358,5,5,10,5
11359,6,6,12,6
11360,6,6,12,6
11368,5,5,10,5
11369,9,9,18,9
11370,9,9,18,9
11371,8,8,16,8
11373,6,6,12,6
11375,6,6,12,6
11379,7,7,14,7
11380,6,6,12,6
11384,9,9,18,9
11385,6,6,12,6
11389,11,11,22,11
11390,6,6,12,6
11393,10,10,20,10
11394,31,31,62,31
11395,5,5,10,5
11408,11,11,22,11
11409,7,7,14,7
11413,4,4,8,4
11416,12,12,24,12
11418,7,7,14,7
11419,6,6,12,6
11423,11,11,22,11
11428,6,6,12,6
11430,9,9,18,9
11436,7,7,14,7
11438,10,10,20,10
11445,20,20,40,20
11446,19,19,38,19
11453,13,13,26,13
11454,7,7,14,7
11456,4,4,8,4
11468,7,7,14,7
11488,17,17,34,17
11494,5,5,10,5
11496,24,24,48,24
11517,6,6,12,6
11522,2,2,4,2
11526,10,10,20,10
11527,3,3,6,3
11531,14,14,28,14
11547,8,8,16,8
11549,7,7,14,7
11564,38,38,76,38
11569,23,23,46,23
11581,5,5,10,5
11584,12,12,24,12
11592,42,42,84,42
11598,21,21,42,21
11603,6,6,12,6
11604,6,6,12,6
11606,6,6,12,6
11607,10,10,20,10
11611,6,6,12,6
11612,6,6,12,6
11613,6,6,12,6
11614,12,12,24,12
11615,18,18,36,18
11618,7,7,14,7
11619,5,5,10,5
11620,14,14,28,14
11623,9,9,18,9
11624,7,7,14,7
11625,8,8,16,8
11628,15,15,30,15
11631,28,28,56,28
11632,6,6,12,6
11633,6,6,12,6
11634,13,13,26,13
11635,6,6,12,6
11636,14,14,28,14
11637,6,6,12,6
11641,7,7,14,7
11645,6,6,12,6
11646,6,6,12,6
11647,6,6,12,6
11648,10,10,20,10
11650,7,7,14,7
11651,6,6,12,6
11652,7,7,14,7
11653,6,6,12,6
11654,6,6,12,6
11655,8,8,16,8
11660,8,8,16,8
11662,7,7,14,7
11663,6,6,12,6
11664,8,8,16,8
11665,7,7,14,7
11666,85,85,170,85
11667,14,14,28,14
11668,9,9,18,9
11669,31,31,62,31
11670,10,10,20,10
11671,16,16,32,16
11675,7,7,14,7
11676,6,6,12,6
11677,9,9,18,9
11678,6,6,12,6
11679,4,4,8,4
11680,3,3,6,3
11683,8,8,16,8
11686,24,24,48,24
11688,8,8,16,8
11692,1,1,2,1
11694,10,10,20,10
11698,13,13,26,13
11699,6,6,12,6
11700,6,6,12,6
11701,6,6,12,6
11702,7,7,14,7
11704,13,13,26,13
11708,13,13,26,13
11709,11,11,22,11
11710,12,12,24,12
11711,22,22,44,22
11712,9,9,18,9
11713,19,19,38,19
11715,39,39,78,39
11716,10,10,20,10
11717,21,21,42,21
11718,5,5,10,5
11720,5,5,10,5
11728,6,6,12,6
11744,23,23,46,23
11745,18,18,36,18
11753,6,6,12,6
11754,14,14,28,14
11756,9,9,18,9
11762,3,3,6,3
11773,4,4,8,4
11779,5,5,10,5
11785,21,21,42,21
11786,15,15,30,15
11799,2,2,4,2
11803,6,6,12,6
11806,8,8,16,8
11811,7,7,14,7
11812,47,47,94,47
11813,29,29,58,29
11815,5,5,10,5
11818,2,2,4,2
11825,7,7,14,7
11827,10,10,20,10
11836,6,6,12,6
11864,12,12,24,12
11890,13,13,26,13
11922,5,5,10,5
11925,4,4,8,4
11926,6,6,12,6
11928,12,12,24,12
11931,5,5,10,5
11934,8,8,16,8
11937,3,3,6,3
11938,38,38,76,38
11942,9,9,18,9
11951,9,9,18,9
11952,20,20,40,20
11957,7,7,14,7
11958,5,5,10,5
11959,6,6,12,6
11965,3,3,6,3
11968,9,9,18,9
11975,18,18,36,18
11981,16,16,32,16
11985,11,11,22,11
11991,8,8,16,8
11994,9,9,18,9
11996,6,6,12,6
11997,8,8,16,8
11999,8,8,16,8
12002,7,7,14,7
12009,6,6,12,6
12010,7,7,14,7
12012,17,17,34,17
12015,4,4,8,4
12018,6,6,12,6
12020,24,24,48,24
12040,6,6,12,6
12041,1,1,2,1
12047,9,9,18,9
12048,16,16,32,16
12056,8,8,16,8
12065,14,14,28,14
12067,7,7,14,7
12068,7,7,14,7
12074,6,6,12,6
12076,7,7,14,7
12077,17,17,34,17
12078,6,6,12,6
12080,8,8,16,8
12082,9,9,18,9
12084,10,10,20,10
12090,8,8,16,8
12094,9,9,18,9
12095,11,11,22,11
12096,6,6,12,6
12097,6,6,12,6
12098,6,6,12,6
12102,16,16,32,16
12103,11,11,22,11
12104,10,10,20,10
12106,13,13,26,13
12109,8,8,16,8
12110,18,18,36,18
12114,8,8,16,8
12115,13,13,26,13
12116,20,20,40,20
12119,7,7,14,7
12122,4,4,8,4
12124,10,10,20,10
12128,12,12,24,12
12129,6,6,12,6
12130,5,5,10,5
12131,6,6,12,6
12133,6,6,12,6
12134,6,6,12,6
12135,6,6,12,6
12136,11,11,22,11
12137,6,6,12,6
12138,6,6,12,6
12148,23,23,46,23
12150,5,5,10,5
12151,10,10,20,10
12155,10,10,20,10
12156,6,6,12,6
12160,5,5,10,5
12164,14,14,28,14
12165,12,12,24,12
12167,8,8,16,8
12169,7,7,14,7
12170,8,8,16,8
12174,17,17,34,17
12176,5,5,10,5
12178,11,11,22,11
12180,16,16,32,16
12184,7,7,14,7
12187,6,6,12,6
12188,9,9,18,9
